,id,listing_url,name,prop_type,room_type,bed_type,min_nights,max_nights,cancel_pol,accommodates,bedrooms,beds,no_of_reviews,bathrooms,price,cleaning_fee,extra_ppl,guests_incl,picture_url,review_sc_rtg,host_id,host_name,host_resp_time,host_resp_rate,host_super_host,host_id_verified,amenities,addr_loctype,addr_longitude,addr_latitude,addr_loc_exact,addr_street,addr_govt_area,addr_country,avail_30,avail_60,avail_90,avail_365
4296,3527622,https://www.airbnb.com/rooms/3527622,Heart of the Mile End,Apartment,Entire home/apt,Real Bed,20,150,moderate,4,2,2,16,1.0,75.0,0.0,0.0,3.0,https://a0.muscache.com/im/pictures/c27a69d4-4695-4c31-9cc1-467c6a35416d.jpg?aki_policy=large,91,639409,Geneva,within a few hours,100,No,Yes," Essentials,Family/kid friendly,Heating,Internet,Kitchen,Smoke detector,Washer,Wifi,",Point,-73.60301,45.52683,Yes,"Montreal, QC, Canada",Le Plateau-Mont-Royal,Canada,21,21,21,21
4297,3567993,https://www.airbnb.com/rooms/3567993,ROMANTIC Apartment WIFI in center,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,5,1,3,270,1.0,120.0,0.0,15.0,3.0,https://a0.muscache.com/im/pictures/9be1a77c-fe19-4b32-bb15-19c7282bb47c.jpg?aki_policy=large,93,6166581,Koni,within an hour,100,No,No," 24-hour check-in,Air conditioning,Buzzer/wireless intercom,Children’s books and toys,Crib,Elevator,Essentials,Family/kid friendly,Fire extinguisher,Hair dryer,Hangers,Heating,High chair,Hot water,Internet,Iron,Keypad,Kitchen,Laptop friendly workspace,Long term stays allowed,Paid parking off premises,Paid parking on premises,Pets allowed,Safety card,Self check-in,Smoking allowed,TV,Washer,Wifi,",Point,2.17357,41.38985,Yes,"Barcelona, Catalonia, Spain",la Dreta de l'Eixample,Spain,4,8,17,266
4298,3952093,https://www.airbnb.com/rooms/3952093,Entire 2 bdrm/2 bth UWS/RiversdePrk,Apartment,Entire home/apt,Real Bed,4,365,flexible,4,2,3,63,2.0,160.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/49735463/91cec424_original.jpg?aki_policy=large,90,20484008,Mike,within an hour,100,No,Yes," Air conditioning,Cable TV,Doorman,Elevator,Family/kid friendly,Internet,Kitchen,Pets allowed,Pets live on this property,Smoke detector,Wifi,",Point,-73.97513,40.79407,Yes,"New York, NY, United States",Upper West Side,United States,6,9,9,9
4299,4044871,https://www.airbnb.com/rooms/4044871,Recién Re1 Apart delS.18 Núcleo Bcn,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,0,2,2,1.0,89.0,29.0,9.0,2.0,https://a0.muscache.com/im/pictures/8caeb11c-532e-44d5-92cb-cc608faa6982.jpg?aki_policy=large,90,2125106,Ishagh,within an hour,90,No,No," Buzzer/wireless intercom,Essentials,Internet,Kitchen,Shampoo,Washer,Wifi,",Point,2.16881,41.38484,Yes,"Barcelona, Catalonia, Spain",el Raval,Spain,16,31,61,117
4300,4076976,https://www.airbnb.com/rooms/4076976,Private Luxury Apartment Sitting atop Pittwater,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,114,1.0,181.0,50.0,20.0,2.0,"https://a0.muscache.com/4ea/air/v2//pictures/e08a7560-6fa7-41c5-9a54-22d7feeae85f.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",97,21146016,Evelyn,within a few hours,100,Yes,No," 24-hour check-in,BBQ grill,Bath towel,Bathroom essentials,Beach view,Bed linens,Bedroom comforts,Body soap,Carbon monoxide detector,Ceiling fan,Coffee maker,Cooking basics,DVD player,Dishes and silverware,En suite bathroom,Espresso machine,Essentials,Extra pillows and blankets,Formal dining area,Full kitchen,Hair dryer,Hangers,Heated towel rack,Heating,Iron,Kitchen,Laptop friendly workspace,Microwave,Mini fridge,Outdoor seating,Patio or balcony,Pool,Private pool,Refrigerator,Sauna,Shampoo,Smart TV,Smoke detector,Stove,TV,Terrace,Toilet paper,Wifi,",Point,151.31844,-33.6258,Yes,"Avalon, NSW, Australia",Pittwater,Australia,12,25,49,313
4301,4138110,https://www.airbnb.com/rooms/4138110,Cozy  Two Bedroom,Apartment,Private room,Couch,1,1125,flexible,1,1,1,8,1.0,65.0,15.0,0.0,1.0,https://a0.muscache.com/im/pictures/da8c2ee2-ca64-4a15-a4e8-7c0bb78fd5e4.jpg?aki_policy=large,83,19541851,Naby,Not Specified,0,No,Yes," Buzzer/wireless intercom,Cable TV,Dryer,Essentials,Internet,Kitchen,Smoke detector,Smoking allowed,TV,Washer,Wifi,",Point,151.10404,-33.81454,No,"Ryde, NSW, Australia",Ryde,Australia,0,0,0,0
4302,4164487,https://www.airbnb.com/rooms/4164487,Oh this one's lovely... and cheap!,Apartment,Private room,Real Bed,5,120,moderate,2,1,1,87,1.0,70.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/93259301/ab319bcf_original.jpg?aki_policy=large,98,21614111,Duncan,within an hour,100,Yes,Yes," 24-hour check-in,Bed linens,Buzzer/wireless intercom,Dryer,Essentials,Extra pillows and blankets,Fire extinguisher,Free street parking,Hair dryer,Hangers,Heating,Host greets you,Hot water,Internet,Iron,Kitchen,Shampoo,Smoke detector,TV,Washer,Wifi,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,",Point,151.17121,-33.8672,Yes,"Rozelle, NSW, Australia",Leichhardt,Australia,0,21,42,254
4303,404688,https://www.airbnb.com/rooms/404688,Holiday Villa - Casa do Sobreiro,House,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,9,4,6,61,4.0,150.0,50.0,20.0,4.0,https://a0.muscache.com/im/pictures/65867213/d286c8c1_original.jpg?aki_policy=large,92,2016951,António Luís,within an hour,100,No,Yes," 24-hour check-in,Air conditioning,Carbon monoxide detector,Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Free parking on premises,Hair dryer,Indoor fireplace,Internet,Kitchen,Laptop friendly workspace,Pets allowed,Pets live on this property,Pool,Smoke detector,Smoking allowed,TV,Washer,Wifi,",Point,-8.41225,41.07471,No,"Santiago, Porto District, Portugal",Melres e Medas,Portugal,30,60,90,319
4304,4052514,https://www.airbnb.com/rooms/4052514,Wow!  Two Bedroom Apartment in Safe Neighborhood!,Apartment,Entire home/apt,Real Bed,3,366,strict_14_with_grace_period,4,2,2,133,1.0,149.0,99.0,25.0,2.0,https://a0.muscache.com/im/pictures/70272431/2108672a_original.jpg?aki_policy=large,98,2037149,Steve,within an hour,80,Yes,Yes," 24-hour check-in,Air conditioning,Bathtub,Bed linens,Carbon monoxide detector,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Free street parking,Hair dryer,Hangers,Heating,Host greets you,Hot tub,Hot water,Internet,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Pack ’n Play/travel crib,Refrigerator,Shampoo,Smoke detector,Stove,TV,Wifi,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,",Point,-73.97985,40.6501,Yes,"Brooklyn, NY, United States",Windsor Terrace,United States,7,9,9,184
4305,357958,https://www.airbnb.com/rooms/357958,Private terrace and bathroom & WiFi,Apartment,Private room,Real Bed,1,7,strict_14_with_grace_period,2,1,2,103,1.0,57.0,40.0,12.0,2.0,https://a0.muscache.com/im/pictures/4566470/80338a6f_original.jpg?aki_policy=large,96,1809119,Katja,within an hour,100,No,No," Air conditioning,Bed linens,Buzzer/wireless intercom,Cat(s),Doorman,Elevator,Essentials,Hair dryer,Hangers,Heating,Host greets you,Hot water,Iron,Kitchen,Paid parking on premises,Pets live on this property,Shampoo,Washer,Wifi,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,",Point,2.15547,41.38736,Yes,"Barcelona, Catalonia, Spain",l'Antiga Esquerra de l'Eixample,Spain,5,16,27,65
4306,3930842,https://www.airbnb.com/rooms/3930842,1BR+BA IN LXRY CONDO W POOL+PARKING,Apartment,Private room,Real Bed,30,1125,moderate,2,1,1,0,1.0,65.0,50.0,0.0,2.0,https://a0.muscache.com/im/pictures/49942593/234c7a33_original.jpg?aki_policy=large,0,1568383,Joshua,within a day,100,No,Yes," 24-hour check-in,Air conditioning,Buzzer/wireless intercom,Cable TV,Doorman,Dryer,Elevator,Essentials,Family/kid friendly,Free parking on premises,Gym,Hair dryer,Hangers,Heating,Hot tub,Internet,Iron,Kitchen,Laptop friendly workspace,Pool,Shampoo,Smoke detector,TV,Washer,Wifi,",Point,-73.93906,40.71494,Yes,"Brooklyn, NY, United States",Williamsburg,United States,0,8,38,220
4307,3963635,https://www.airbnb.com/rooms/3963635,"A 2-story, 2-bedroom house - 20min to Downtown",House,Entire home/apt,Real Bed,2,20,moderate,6,2,3,9,2.5,210.0,100.0,10.0,2.0,https://a0.muscache.com/im/pictures/46fff80e-01bb-4ab3-a0de-f5a261f20544.jpg?aki_policy=large,91,20543178,"Pervaiz, Laena, Safia",within an hour,100,Yes,Yes," Accessible-height bed,Air conditioning,Air purifier,BBQ grill,Baby bath,Baby monitor,Babysitter recommendations,Bathtub,Bed linens,Cable TV,Carbon monoxide detector,Changing table,Children’s books and toys,Children’s dinnerware,Coffee maker,Cooking basics,Crib,Dishes and silverware,Dishwasher,Dryer,Essentials,Extra pillows and blankets,Family/kid friendly,Flat path to front door,Free street parking,Garden or backyard,Hair dryer,Hangers,Heating,High chair,Hot water,Hot water kettle,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Lockbox,Microwave,Outlet covers,Oven,Pack ’n Play/travel crib,Paid parking off premises,Patio or balcony,Pets live on this property,Private living room,Refrigerator,Room-darkening shades,Self check-in,Shampoo,Smoke detector,Stair gates,Step-free access,Step-free access,Stove,TV,Washer,Wide clearance to bed,Wide doorway,Wifi,Window guards,",Point,-73.93705,40.68043,No,"Brooklyn , NY, United States",Bedford-Stuyvesant,United States,0,0,7,185
4308,3975630,https://www.airbnb.com/rooms/3975630,Beautiful 1 bedroom in NYC,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,1,2,93,1.0,150.0,50.0,25.0,2.0,https://a0.muscache.com/im/pictures/49996683/53ae4686_original.jpg?aki_policy=large,98,20604091,Eliana E,within an hour,100,Yes,Yes," Air conditioning,Buzzer/wireless intercom,Cable TV,Dryer,Essentials,Fire extinguisher,First aid kit,Free street parking,Hair dryer,Hangers,Heating,Host greets you,Hot water,Internet,Iron,Kitchen,Laptop friendly workspace,Shampoo,Smoke detector,TV,Washer,Wifi,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,",Point,-73.91172,40.74433,Yes,"Queens, NY, United States",Woodside,United States,25,31,34,298
4309,4144356,https://www.airbnb.com/rooms/4144356,Planet Paprika Aparts,House,Entire home/apt,Real Bed,3,1125,flexible,2,1,2,8,1.0,211.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/f614509c-0f00-4803-a16f-5f4be6402b32.jpg?aki_policy=large,95,4739592,Serhat,within an hour,100,No,No," Dryer,Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Hair dryer,Heating,Hot water,Internet,Kitchen,Paid parking off premises,Self check-in,Shampoo,Smart lock,Smoking allowed,Suitable for events,Washer,Wifi,",Point,28.9839,41.03577,No,"Istanbul, Istanbul Province, Turkey",Beyoglu,Turkey,30,60,90,365
4310,31492265,https://www.airbnb.com/rooms/31492265,BEŞBEŞ,Apartment,Private room,Real Bed,2,10,flexible,1,1,1,0,1.0,121.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/b2a78af4-6b93-44e2-957a-7678bc1bffc0.jpg?aki_policy=large,0,233837941,Elmas,Not Specified,0,No,No," Dryer,Essentials,Hair dryer,Hangers,Heating,Kitchen,Laptop friendly workspace,Private living room,Shampoo,Wifi,",Point,29.0041,41.08576,Yes,"Kağıthane, İstanbul, Turkey",Kagithane,Turkey,8,8,26,26
4311,31504921,https://www.airbnb.com/rooms/31504921,the best location in taksim. hotel apt. 3rd floor,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1,2,0,1.0,206.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/27ef1297-2fe3-469d-815e-914c6ec66669.jpg?aki_policy=large,0,236042149,Iman,within a day,100,No,No," Air conditioning,Essentials,Hangers,Heating,Hot water,Kitchen,Pets allowed,Private entrance,Shampoo,Smoking allowed,TV,Wifi,",Point,28.98263,41.03762,No,"Beyoğlu, İstanbul, Turkey",Beyoglu,Turkey,30,60,90,365
4312,31613810,https://www.airbnb.com/rooms/31613810,Istanbul Ortakoy Besiktas Boutique Hotel 3 Person,Boutique hotel,Private room,Real Bed,1,30,flexible,3,1,2,0,1.0,221.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/7c998b94-5c97-4808-b19a-0df357cd0402.jpg?aki_policy=large,0,236948878,Bridge,within an hour,100,No,No," Air conditioning,Essentials,Fire extinguisher,First aid kit,Hangers,Heating,Lock on bedroom door,Shampoo,Smoking allowed,TV,Wifi,",Point,29.02404,41.04988,Yes,"Beşiktaş, İstanbul, Turkey",Besiktas,Turkey,30,60,90,90
4313,31598034,https://www.airbnb.com/rooms/31598034,Apartamento no centro do Rio,Apartment,Entire home/apt,Real Bed,2,120,flexible,4,1,1,1,1.0,101.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/e7a0a509-e4db-499b-871d-c0ebe32238a4.jpg?aki_policy=large,0,231425628,Josi,within a few hours,100,No,No," Air conditioning,Bed linens,Children’s dinnerware,Coffee maker,Dishes and silverware,Elevator,Essentials,Flat path to front door,Free street parking,Hangers,Host greets you,Hot water,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Microwave,Paid parking off premises,Refrigerator,Room-darkening shades,Step-free access,Stove,TV,Well-lit path to entrance,Wide doorway,Wide hallway clearance,Wifi,",Point,-43.2063933581498,-22.914730794351065,Yes,"Estácio, Rio de Janeiro, Brazil",Estácio,Brazil,0,0,0,191
4314,31632468,https://www.airbnb.com/rooms/31632468,Artsy Co-living 共住空間 (Single單人) C油麻地 Yau Ma Tei,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,1,1,1,0,2.0,267.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/1fa1f4d1-576f-470d-ab07-be598f85f9f4.jpg?aki_policy=large,0,236765747,Artsy,within an hour,95,No,No," Air conditioning,Elevator,Fire extinguisher,First aid kit,Hangers,Hot water,Keypad,Kitchen,Lock on bedroom door,Self check-in,TV,Washer,Wifi,",Point,114.1722,22.31226,Yes,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Hong Kong,19,49,79,169
4315,31693770,https://www.airbnb.com/rooms/31693770,2 chambre appartement a louer downtown,Loft,Entire home/apt,Real Bed,1,1125,flexible,4,2,2,0,1.0,301.0,30.0,40.0,1.0,https://a0.muscache.com/im/pictures/b4cdc8ea-7a1a-4f4c-935c-bb02de336d12.jpg?aki_policy=large,0,237678193,Papy,within an hour,100,No,No," Air conditioning,Breakfast,Dryer,Essentials,Gym,Heating,Hot water,Kitchen,Laptop friendly workspace,Pets allowed,Private entrance,Shampoo,Smoke detector,Smoking allowed,Suitable for events,TV,Washer,Wifi,",Point,-73.56128,45.52468,No,"Montréal, QC, Canada",Ville-Marie,Canada,29,59,89,179
4316,31772760,https://www.airbnb.com/rooms/31772760,luxury apartment 02 in Taksim,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1,4,0,1.0,601.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/68e82e49-595a-4c32-83ba-3d9971431cbc.jpg?aki_policy=large,0,237984645,Leylak Suite,within an hour,100,No,No," Air conditioning,Coffee maker,Dishwasher,Elevator,Essentials,Free parking on premises,Gym,Hair dryer,Hangers,Heating,Kitchen,Laptop friendly workspace,Long term stays allowed,Microwave,Oven,Pool,Refrigerator,Shampoo,Smoking allowed,Stove,TV,Wifi,",Point,28.98422,41.04185,Yes,"Şişli, İstanbul, Turkey",Sisli,Turkey,29,54,84,311
4317,31905370,https://www.airbnb.com/rooms/31905370,Cozy Apt Downtown Sleeps 4ppl RmC MTR downstairs!,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,0,2,0,1.0,620.0,236.0,0.0,1.0,https://a0.muscache.com/im/pictures/4e8e5d32-2d25-44de-baaa-46c7c45ed7b2.jpg?aki_policy=large,0,21591327,Maria,within an hour,100,No,No," Air conditioning,Elevator,Essentials,Hair dryer,Hangers,Kitchen,Lock on bedroom door,Shampoo,TV,Wifi,",Point,114.17139,22.30441,Yes,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Hong Kong,6,26,56,331
4318,31913823,https://www.airbnb.com/rooms/31913823,Historical Center Apartment 2B by Porto City Hosts,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1,1,0,1.0,26.0,20.0,15.0,1.0,https://a0.muscache.com/im/pictures/2cb47ccd-fc74-404f-8449-91f3fac8421a.jpg?aki_policy=large,0,129377905,Welcome 2 Porto,within an hour,100,No,No," Carbon monoxide detector,Crib,Essentials,Fire extinguisher,First aid kit,Hair dryer,Hangers,Heating,High chair,Hot water,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Luggage dropoff allowed,Private entrance,Shampoo,Smoke detector,TV,Wifi,",Point,-8.6069,41.14211,Yes,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,30,60,90,365
4319,3201230,https://www.airbnb.com/rooms/3201230,Copacabana - Beautiful Small Place,Apartment,Entire home/apt,Real Bed,30,1125,moderate,2,1,1,0,1.0,601.0,80.0,0.0,1.0,https://a0.muscache.com/im/pictures/40743080/280f3046_original.jpg?aki_policy=large,0,15022056,RenataDiamante,a few days or more,0,No,No," Air conditioning,Buzzer/wireless intercom,Doorman,Elevator,Essentials,Kitchen,",Point,-43.194110591711386,-22.983884115391255,Yes,"Rio, Rio de Janeiro, Brazil",Copacabana,Brazil,30,60,90,365
4320,320446,https://www.airbnb.com/rooms/320446,SUITE 2: Next2 SouthPacificHotel,Apartment,Private room,Real Bed,1,14,strict_14_with_grace_period,3,1,1,15,1.0,1005.0,314.0,118.0,1.0,https://a0.muscache.com/im/pictures/5026088/78df1a14_original.jpg?aki_policy=large,86,1375696,C S,within a few hours,100,No,Yes," 24-hour check-in,Air conditioning,Bed linens,Cable TV,Coffee maker,Cooking basics,Dishes and silverware,Dryer,Elevator,Essentials,Family/kid friendly,Hair dryer,Hangers,Heating,Hot water,Internet,Iron,Kitchen,Lock on bedroom door,Microwave,Oven,Refrigerator,Shampoo,Stove,TV,Washer,Wifi,",Point,114.17976,22.27599,Yes,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Hong Kong,9,20,50,50
4321,3210248,https://www.airbnb.com/rooms/3210248,The best point at Barra da Tijuca!,Apartment,Entire home/apt,Real Bed,2,90,moderate,2,1,1,23,1.0,108.0,210.0,45.0,2.0,https://a0.muscache.com/im/pictures/40844547/5cfe79aa_original.jpg?aki_policy=large,98,7578952,Bruno,within an hour,100,Yes,Yes," 24-hour check-in,Air conditioning,Bed linens,Buzzer/wireless intercom,Cable TV,Carbon monoxide detector,Coffee maker,Cooking basics,Disabled parking spot,Dishes and silverware,Doorman,Dryer,Elevator,Essentials,Extra pillows and blankets,Family/kid friendly,Fire extinguisher,Flat path to front door,Free parking on premises,Free street parking,Gym,Hair dryer,Hangers,Hot water,Internet,Iron,Keypad,Kitchen,Laptop friendly workspace,Long term stays allowed,Microwave,Pool,Refrigerator,Room-darkening shades,Self check-in,Smoke detector,Step-free access,Step-free access,Step-free access,Step-free access,Stove,TV,Washer,Waterfront,Well-lit path to entrance,Wide doorway,Wifi,Window guards,translation missing: en.hosting_amenity_50,",Point,-43.32724684631953,-23.003354541765756,Yes,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Brazil,24,54,84,174
4322,32102597,https://www.airbnb.com/rooms/32102597,2#Double Suite with bathroom A/C,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,9,1.0,50.0,20.0,0.0,1.0,https://a0.muscache.com/im/pictures/dc2505f5-b904-4185-8593-8ede8babb771.jpg?aki_policy=large,100,150795362,Cristina And Lorenzo,within an hour,100,Yes,No," Air conditioning,Bed linens,Coffee maker,Cooking basics,Dishes and silverware,Dryer,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Hair dryer,Hangers,Heating,Host greets you,Hot water,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Luggage dropoff allowed,Microwave,Oven,Paid parking off premises,Paid parking on premises,Refrigerator,Safety card,Shampoo,Stove,Washer,Wifi,",Point,2.1848,41.38359,No,"Barcelona, Catalunya, Spain","Sant Pere, Santa Caterina i la Ribera",Spain,13,30,60,208
4323,32131343,https://www.airbnb.com/rooms/32131343,A 250m do Metrô (Sans Pena) - AP com 2 quartos,Apartment,Entire home/apt,Real Bed,7,90,strict_14_with_grace_period,4,2,3,0,1.0,131.0,180.0,0.0,1.0,https://a0.muscache.com/im/pictures/84008e52-6857-4518-85b6-ddc1d35bd5fb.jpg?aki_policy=large,0,40060260,Maneco ( Luis Manuel Jordão Elias),within an hour,100,No,No," Air conditioning,Elevator,Essentials,Hangers,Iron,Kitchen,Laptop friendly workspace,Lock on bedroom door,Shampoo,TV,Washer,",Point,-43.231450171626776,-22.92706116427369,Yes,"Tijuca, Rio de Janeiro, Brazil",Tijuca,Brazil,22,52,82,172
4324,32235324,https://www.airbnb.com/rooms/32235324,Habitacion cerca a la playa room by the beach,Apartment,Private room,Real Bed,1,1125,flexible,1,1,1,0,1.5,23.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/f6e938aa-d8c6-4317-9c82-5aa316f25b05.jpg?aki_policy=large,0,228005924,Cris,a few days or more,33,No,No," Carbon monoxide detector,Elevator,Essentials,Fire extinguisher,First aid kit,Hangers,Heating,Hot water,Kitchen,Laptop friendly workspace,Lock on bedroom door,Smoke detector,Smoking allowed,TV,Washer,Wifi,",Point,2.19072,41.39212,Yes,"Barcelona, Catalunya, Spain",la Vila Olímpica del Poblenou,Spain,1,1,1,128
4325,32236818,https://www.airbnb.com/rooms/32236818,Lorikeet blue,Apartment,Private room,Real Bed,2,30,flexible,2,1,1,0,1.0,45.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/39d9afec-b9c0-4454-a128-b3e822bc36e8.jpg?aki_policy=large,0,26373030,Rita,within an hour,100,No,Yes," Essentials,Pets allowed,Wifi,",Point,-8.60881,41.14877,Yes,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,0,0,0,31
4326,32265418,https://www.airbnb.com/rooms/32265418,In Oporto Center Apartment 2,Guest suite,Entire home/apt,Real Bed,2,1125,moderate,4,0,2,0,1.0,100.0,30.0,0.0,1.0,https://a0.muscache.com/im/pictures/377f3625-5ea8-4109-83a8-003e5c5be82f.jpg?aki_policy=large,0,220514058,João,within an hour,100,No,No," Children’s books and toys,Essentials,Fire extinguisher,First aid kit,Hangers,Heating,Laptop friendly workspace,Long term stays allowed,Outlet covers,Paid parking off premises,Patio or balcony,Shampoo,TV,Wifi,",Point,-8.60532,41.1442,Yes,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Portugal,0,0,0,182
4327,3238474,https://www.airbnb.com/rooms/3238474,ALQUILER  HABITACIONES mir,Guesthouse,Private room,Real Bed,32,180,strict_14_with_grace_period,1,1,1,10,1.0,16.0,45.0,0.0,1.0,https://a0.muscache.com/im/pictures/371bc4f4-752b-410c-8c73-3d54cd639036.jpg?aki_policy=large,72,15052431,Pilar,within an hour,100,No,Yes," Bed linens,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Family/kid friendly,Free parking on premises,Hangers,Heating,Hot water,Iron,Kitchen,Laptop friendly workspace,Pocket wifi,TV,Washer,Wifi,",Point,2.20658,41.4221,Yes,"Barcelona, Catalonia, Spain",la Verneda i la Pau,Spain,30,60,90,365
4328,32548455,https://www.airbnb.com/rooms/32548455,Quartier des spectacles #304 -Studio apartment,Condominium,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2,0,1,0,1.0,70.0,60.0,0.0,1.0,https://a0.muscache.com/im/pictures/fb6a71fd-bc22-4a10-82a8-fa8ca5cfc9a0.jpg?aki_policy=large,0,244166515,Lovely Homes,within an hour,100,No,No," Air conditioning,Bed linens,Cable TV,Carbon monoxide detector,Coffee maker,Cooking basics,Dishwasher,Dryer,Essentials,Extra pillows and blankets,Fire extinguisher,Hair dryer,Hangers,Heating,Iron,Keypad,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Microwave,Oven,Paid parking off premises,Patio or balcony,Refrigerator,Self check-in,Shampoo,Smoke detector,Stove,TV,Washer,Wifi,",Point,-73.57126,45.51387,Yes,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Canada,19,49,79,152
4329,32928274,https://www.airbnb.com/rooms/32928274,罗湖火车站旁文锦渡口岸对面三分钟地铁站安静独立一房一厅,Condominium,Private room,Real Bed,1,1125,flexible,2,0,1,0,1.0,251.0,0.0,140.0,1.0,https://a0.muscache.com/im/pictures/a0f3a15e-c848-43cc-be20-5e604adcf066.jpg?aki_policy=large,0,247751679,昭霞,Not Specified,0,No,No," Air conditioning,Elevator,Essentials,Hair dryer,Hangers,Hot water,Laptop friendly workspace,Lockbox,Private living room,Self check-in,Shampoo,Smoke detector,TV,Wifi,",Point,114.12917,22.54134,No,"深圳市, 广东省, China",North,China,5,25,55,330
4330,3355353,https://www.airbnb.com/rooms/3355353,2 BED 2BAHT- in the Heart of historical  sleeps 6,Serviced apartment,Entire home/apt,Real Bed,7,1125,flexible,6,2,4,4,2.0,443.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/80071952/dbf17d88_original.jpg?aki_policy=large,90,4733924,Cesim,within an hour,100,No,Yes," Air conditioning,BBQ grill,Bathtub,Building staff,Cable TV,Coffee maker,Cooking basics,Dishwasher,Dryer,Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Free street parking,Garden or backyard,Hair dryer,Heating,Hot tub,Hot water,Internet,Iron,Kitchen,Long term stays allowed,Luggage dropoff allowed,Microwave,Paid parking off premises,Refrigerator,Self check-in,Shampoo,Smoke detector,TV,Washer,Wifi,Window guards,",Point,28.97111,41.00582,No,"Istanbul, İstanbul, Turkey",Fatih,Turkey,26,39,58,333
4331,34177,https://www.airbnb.com/rooms/34177,PETIT HOUSE,Apartment,Entire home/apt,Real Bed,30,365,flexible,3,1,1,8,1.0,237.0,0.0,0.0,1.0,https://a0.muscache.com/im/pictures/47356451/c28838f0_original.jpg?aki_policy=large,97,147330,Ercan,within an hour,100,No,Yes," 24-hour check-in,BBQ grill,Carbon monoxide detector,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Dryer,Essentials,Family/kid friendly,Fire extinguisher,First aid kit,Free street parking,Garden or backyard,Hair dryer,Hangers,Heating,Internet,Iron,Kitchen,Laptop friendly workspace,Long term stays allowed,Luggage dropoff allowed,Patio or balcony,Refrigerator,Safety card,Shampoo,Smoke detector,TV,Washer,Wifi,",Point,29.03882,41.06901,No,"Beşiktaş, İstanbul, Turkey",Besiktas,Turkey,22,52,82,357
